N	2gram	Bakhtin_Pr	OGranits
1	и в	83	13
2	и его	13	12
3	прежде всего	20	9
4	и не	41	8
5	не может	18	8
6	может быть	23	8
7	в его	15	7
8	и их	6	7
9	точки зрения	17	7
10	и т.п	42	7
11	не только	14	6
12	мы должны	4	6
13	как бы	27	6
14	таким образом	9	6
15	только в	10	6
16	то что	14	6
17	и т.д	5	5
18	все же	3	5
19	с точки	13	5
20	но ведь	3	5
21	и наконец	4	5
22	хотя бы	6	5
23	в процессе	4	5
24	мы можем	9	4
25	еще и	4	4
26	но в	12	4
27	то же	10	4
28	в сознании	2	4
29	в своей	5	4
30	все это	11	4
31	было бы	6	4
32	в двух	3	4
33	мы не	7	4
34	в каждом	5	4
35	вполне понятно	2	4
36	никогда не	10	3
37	да и	3	3
38	и для	5	3
39	слово в	5	3
40	и то	2	3
41	и все	14	3
42	связана с	3	3
43	в ее	3	3
44	превращается в	5	3
45	вряд ли	2	3
46	с этим	3	3
47	отношению к	5	3
48	и уже	2	3
49	как и	13	3
50	в пределах	8	3
51	не в	10	3
52	в их	7	3
53	говорить о	2	3
54	так как	12	3
55	в себе	10	3
56	что в	5	3
57	по отношению	6	3
58	но для	2	3
59	за пределы	7	3
60	так и	9	3
61	в которой	2	3
62	не как	5	3
63	к одному	2	3
64	в одном	4	3
65	здесь мы	3	3
66	но и	16	3
67	в самом	7	2
68	могут быть	5	2
69	мы видим	2	2
70	конечно в	2	2
71	своего рода	7	2
72	в этом	24	2
73	смысле слова	2	2
74	в них	4	2
75	кажется что	3	2
76	уже в	3	2
77	вся область	2	2
78	и отчасти	2	2
79	отношений между	2	2
80	в том	22	2
81	тем что	2	2
82	в отношении	3	2
83	несмотря на	3	2
84	в целом	3	2
85	в произведении	3	2
86	двух разных	2	2
87	зависимости от	3	2
88	всей своей	2	2
89	и др	18	2
90	ее в	4	2
91	более того	9	2
92	с другой	4	2
93	там где	3	2
94	слова и	5	2
95	от всех	2	2
96	а в	4	2
97	и тем	4	2
98	том что	9	2
99	а как	4	2
100	а также	4	2
101	и к	13	2
102	в связи	2	2
103	нужно отметить	2	2
104	в зависимости	3	2
105	в общем	2	2
106	не менее	4	2
107	с ними	2	2
108	все эти	9	2
109	в области	6	2
110	связанные с	3	2
111	так же	4	2
112	мы считаем	2	2
113	что они	2	2
114	мы уже	9	2
115	не касаемся	2	2
116	героя и	3	2
117	и истории	2	2
118	и при	2	2
119	в своих	4	2
120	в нем	21	2
121	в тех	2	2
122	при этом	6	2
123	и ее	8	2
124	нет ничего	3	2
125	символики и	2	2
126	форм и	2	2
127	а не	19	2
128	между собою	2	2
129	во всей	5	2
130	в ней	8	2
131	как в	10	2
132	другой стороны	3	2
133	во всем	5	2
134	бы в	2	2
135	между тем	2	2
136	связанных с	2	2
137	на язык	4	2
138	соответствии с	2	2
139	тот же	2	2
140	самого начала	5	2
141	вовсе не	12	2
142	с самого	4	2
143	к тому	2	2
144	с помощью	4	2
145	наконец в	3	2
146	в структуре	4	2
147	может стать	4	2
