N	2gram	Vygotskiy__3	Analitik
1	в этом	14	18
2	в частности	4	16
3	и в	25	16
4	не только	6	16
5	так и	5	15
6	как и	15	14
7	в том	23	12
8	но и	4	12
9	и не	10	12
10	том что	20	12
11	в качестве	12	11
12	иначе говоря	2	11
13	могут быть	5	10
14	как бы	10	10
15	при этом	5	10
16	в этой	5	9
17	отнюдь не	4	8
18	состоит в	3	8
19	в целом	13	8
20	представляет собой	6	8
21	к тому	4	7
22	в себе	2	7
23	то что	15	7
24	о том	5	7
25	а также	2	7
26	с другой	6	6
27	в самом	3	6
28	в мире	2	6
29	и на	6	6
30	может быть	13	6
31	как это	7	6
32	и к	5	5
33	с одной	5	5
34	на себя	2	5
35	не менее	6	4
36	в своем	4	4
37	столь же	7	4
38	уже не	2	4
39	не в	6	4
40	но не	6	4
41	того же	6	4
42	тем самым	2	4
43	для него	5	4
44	одной стороны	5	4
45	в один	2	4
46	имеет место	3	4
47	совпадает с	6	4
48	внутренней речи	19	4
49	и особенно	2	4
50	отношению к	2	4
51	как в	9	4
52	все это	6	4
53	по отношению	3	4
54	не может	6	4
55	на этом	3	4
56	и его	2	4
57	то же	2	4
58	хотя и	2	4
59	между двумя	2	4
60	точки зрения	6	4
61	только в	10	4
62	в себя	3	4
63	место в	2	3
64	никогда не	4	3
65	не столько	4	3
66	одного из	2	3
67	прежде всего	4	3
68	как уже	6	3
69	или иного	2	3
70	или иной	3	3
71	этого слова	4	3
72	тем не	5	3
73	не мог	4	3
74	так что	2	3
75	имеем дело	2	3
76	было бы	10	3
77	и сам	3	3
78	мы имеем	4	3
79	на его	2	3
80	в речи	2	3
81	или в	2	3
82	той или	2	3
83	что и	10	3
84	из них	4	3
85	приводит к	4	3
86	и одновременно	2	3
87	если бы	5	3
88	этом отношении	3	3
89	именно в	5	3
90	того или	2	3
91	можно было	6	3
92	а в	4	3
93	как мы	8	3
94	тому как	2	3
95	с ними	3	3
96	и то	2	3
97	в результате	3	3
98	тем что	8	3
99	и т.д	5	3
100	бы в	2	3
101	едва ли	2	3
102	в эту	2	3
103	и все	4	3
104	а как	2	2
105	вступает в	2	2
106	того что	10	2
107	может ли	2	2
108	в одном	2	2
109	этом смысле	2	2
110	к этому	3	2
111	в случае	3	2
112	по себе	7	2
113	на то	4	2
114	отличие от	6	2
115	все что	2	2
116	что в	17	2
117	что с	4	2
118	с их	2	2
119	еще не	4	2
120	такого рода	2	2
121	в своей	2	2
122	нас к	2	2
123	в роли	2	2
124	еще в	2	2
125	в котором	3	2
126	один из	6	2
127	не есть	3	2
128	с ее	5	2
129	с той	2	2
130	на этой	5	2
131	как говорит	5	2
132	и их	3	2
133	в отличие	6	2
134	вместе с	14	2
135	что она	5	2
136	вслед за	3	2
137	другой стороны	3	2
138	внимание на	2	2
139	таким образом	17	2
140	той же	4	2
141	на котором	2	2
142	того и	2	2
143	и слово	3	2
144	на этот	2	2
145	речи в	4	2
146	и для	2	2
147	и другими	2	2
148	так же	17	2
149	окружающими его	2	2
150	на основе	22	2
151	в таком	2	2
152	между тем	3	2
153	речи и	8	2
154	и во	2	2
155	он не	4	2
156	в то	4	2
157	в его	15	2
158	его в	3	2
159	в этих	2	2
160	сказать что	4	2
161	с ним	4	2
