N	2gram	Potebnia_M_1	Problemy
1	и не	18	31
2	и в	39	29
3	в его	5	24
4	может быть	27	24
5	а не	21	22
6	в этом	15	22
7	как бы	6	19
8	в нем	20	19
9	точки зрения	8	19
10	для него	4	18
11	не только	21	15
12	то что	10	15
13	но и	20	14
14	и его	5	14
15	то же	6	14
16	уже не	2	13
17	с точки	3	13
18	как и	9	12
19	не может	22	12
20	таким образом	13	12
21	в одном	8	10
22	этом смысле	4	10
23	в самом	3	10
24	в то	4	10
25	только в	25	10
26	там где	4	10
27	это не	7	9
28	все же	6	9
29	но не	8	9
30	же время	4	9
31	если бы	14	9
32	в каждом	4	8
33	в своем	3	8
34	по себе	10	8
35	что в	22	8
36	отношению к	13	8
37	в своей	3	8
38	по отношению	13	8
39	потому что	52	8
40	в том	26	8
41	прежде всего	4	7
42	вовсе не	5	7
43	а как	2	7
44	том что	16	7
45	не в	15	7
46	она не	3	7
47	за пределы	2	7
48	так и	13	7
49	и как	6	7
50	а в	5	7
51	в себе	13	7
52	но в	9	7
53	не могут	4	6
54	в целом	2	6
55	несмотря на	5	6
56	одним из	2	6
57	в единстве	2	6
58	как в	10	6
59	в самой	3	6
60	в мире	3	6
61	так же	5	6
62	говорит он	4	6
63	могут быть	9	6
64	и потому	5	6
65	так как	21	6
66	должна быть	3	5
67	было бы	12	5
68	но все	2	5
69	еще не	6	5
70	в сущности	2	5
71	и о	2	5
72	он не	3	5
73	мысли и	9	5
74	той же	3	5
75	во всяком	3	5
76	между тем	5	5
77	и это	3	5
78	с ним	3	5
79	все то	2	4
80	были бы	3	4
81	из одного	3	4
82	тем как	3	4
83	что и	6	4
84	но это	5	4
85	как предмет	2	4
86	и с	3	4
87	и следовательно	2	4
88	он есть	2	4
89	от того	4	4
90	и т	6	4
91	и для	5	4
92	не было	4	4
93	тем что	9	4
94	как мы	2	4
95	как объект	2	4
96	должно быть	7	4
97	в этой	3	4
98	так сказать	2	4
99	что же	2	4
100	в человеке	10	3
101	в другой	3	3
102	была бы	2	3
103	никогда не	4	3
104	в них	3	3
105	с другой	7	3
106	таким же	2	3
107	все в	2	3
108	все что	2	3
109	и понимания	9	3
110	оно не	3	3
111	только то	2	3
112	на него	3	3
113	в их	2	3
114	другой стороны	5	3
115	тому что	3	3
116	как на	3	3
117	т п	4	3
118	точке зрения	2	3
119	друг друга	5	3
120	не из	3	3
121	тому как	4	3
122	в своих	4	3
123	сказать что	3	3
124	но с	2	3
125	само по	4	3
126	подобно тому	3	3
127	но как	3	3
128	за ним	2	3
129	как будто	2	3
130	мы должны	3	3
131	если же	5	3
132	и самое	2	3
133	бы в	4	3
134	они ни	2	2
135	самого начала	3	2
136	ни были	3	2
137	связи с	3	2
138	однако в	4	2
139	друг другу	3	2
140	то ни	3	2
141	хотя бы	2	2
142	с этой	2	2
143	и во	3	2
144	и от	3	2
145	к сознанию	2	2
146	в жизни	3	2
147	человеческого духа	6	2
148	вопрос о	4	2
149	его к	2	2
150	не есть	10	2
151	жизни и	2	2
152	же в	2	2
153	из самого	3	2
154	следовательно и	2	2
155	так что	16	2
156	мы видим	4	2
157	не потому	2	2
158	чем в	2	2
159	бы то	2	2
160	при этом	6	2
161	а его	3	2
162	на себе	2	2
163	если б	2	2
164	никак не	2	2
165	в один	2	2
166	нисколько не	2	2
167	но эти	2	2
168	ни было	2	2
169	то и	7	2
170	и даже	4	2
171	или же	3	2
172	что оно	2	2
173	то оно	2	2
174	а потому	10	2
175	в смысле	4	2
176	и что	10	2
177	на этот	2	2
178	слова но	2	2
179	или даже	3	2
180	этот вопрос	2	2
181	то он	2	2
182	в ней	7	2
183	одно из	3	2
184	но он	2	2
185	как например	2	2
186	для себя	3	2
187	и есть	2	2
188	в истории	7	2
189	могли бы	2	2
190	его на	2	2
191	заметить что	2	2
192	в которой	2	2
193	мысли в	9	2
194	в сознании	3	2
195	с этим	7	2
