N	2gram	Voloshinov_1	Vvedenie
1	и в	13	32
2	в том	2	31
3	в этом	2	30
4	может быть	8	26
5	том что	2	26
6	не только	6	22
7	таким образом	6	19
8	то что	6	16
9	так как	3	15
10	не может	8	14
11	в самом	2	13
12	в нем	2	13
13	в общем	2	12
14	в их	3	12
15	и не	8	12
16	в его	7	12
17	только в	6	12
18	в ее	3	11
19	в данном	2	11
20	языка и	5	10
21	что в	3	10
22	но в	4	9
23	между тем	2	9
24	то же	4	9
25	не менее	2	8
26	с другой	2	8
27	не в	3	8
28	прежде всего	9	7
29	точки зрения	7	7
30	было бы	4	7
31	все же	5	7
32	самом деле	3	7
33	смысле слова	2	6
34	но и	3	6
35	все это	4	6
36	вовсе не	2	6
37	как и	3	6
38	истории языка	2	6
39	и историей	2	6
40	хотя бы	5	6
41	и его	12	6
42	тем что	2	6
43	уже в	2	5
44	иное как	2	5
45	как бы	6	5
46	и тем	2	5
47	в целом	2	5
48	а как	2	5
49	данном случае	2	5
50	другой стороны	2	5
51	в них	2	5
52	в г	2	5
53	в течение	2	5
54	а не	2	5
55	могут быть	2	5
56	связана с	3	4
57	с этой	2	4
58	в каждом	4	4
59	одной стороны	2	4
60	по отношению	3	4
61	еще и	4	4
62	с одной	2	4
63	не имеет	2	4
64	а в	2	4
65	что иное	2	4
66	но ведь	5	4
67	от этого	2	4
68	не что	2	4
69	отношению к	3	4
70	в своей	4	4
71	и для	3	4
72	и то	3	4
73	и ее	2	4
74	в себе	3	4
75	и т.д	5	4
76	истории литературы	2	3
77	понятно что	3	3
78	со всей	3	3
79	к тому	2	3
80	да и	3	3
81	при этом	2	3
82	в ней	2	3
83	себе что	2	3
84	и уже	3	3
85	отношений между	2	3
86	все эти	2	3
87	так же	2	3
88	говорить о	3	3
89	если бы	2	3
90	не как	3	3
91	и к	2	3
92	в чем	2	3
93	в одном	3	3
94	а также	2	3
95	с историей	2	3
96	своего рода	2	3
97	что же	3	3
98	в области	2	3
99	никогда не	3	2
100	в отношении	2	2
101	соответствии с	2	2
102	несмотря на	2	2
103	мог бы	2	2
104	и др	2	2
105	в связи	2	2
106	с помощью	2	2
107	не мог	2	2
108	не столько	3	2
109	чем же	2	2
110	с этим	3	2
111	нуждается в	2	2
112	бы в	2	2
113	и должно	2	2
114	так и	3	2
115	не исчерпывается	2	2
116	художественных произведений	2	2
117	есть не	2	2
118	и при	2	2
119	учение о	2	2
120	мы должны	6	2
121	мы уже	2	2
122	литературное произведение	2	2
123	в этот	2	2
124	вряд ли	3	2
125	в языке	2	2
126	входит в	2	2
127	с точки	5	2
128	мы не	4	2
129	мы можем	4	2
130	в другом	2	2
131	и истории	2	2
